text|url
Crko Dabogda On i ti sa njim,|https://www.youtube.com/watch?v=M8X1MOBGeSQ
Ne može i jedno i drugo.Ili Srbija Ili on.|https://www.youtube.com/watch?v=M8X1MOBGeSQ
​@joviciclubinka2950ti si ta bolja Srbija????|https://www.youtube.com/watch?v=M8X1MOBGeSQ
​@mirjanasajkovic4174Dok je predsednik i vodi drzavu to vazi i za njega.Zivio predsednik i nasa Srbija porazices sve izdajnike.|https://www.youtube.com/watch?v=M8X1MOBGeSQ
Bravo presednice,zivela Srbija!!!!|https://www.youtube.com/watch?v=M8X1MOBGeSQ
Браво на распродају Србије!|https://www.youtube.com/watch?v=M8X1MOBGeSQ
Blokada Srbije protiv blokada izazvanih padom rekonstruisane železničke stanice koja je usmrtila veliki broj ljudi i porodicama nanela večni bol i muku. Da li je to normalno da se desi i da li to treba da se dešava, naravno da ne, pogotovo kada se radi legalno i po propisima. Prema tome svakog čoveka koji podržava ovu vlast i koji je došao na ovaj skup treba da je sramota i od srca mu želim da oseti bol tih porodica ili da doživi muku ljudi koji su odgovornošću ove vlasti postali trajni invalidi.|https://www.youtube.com/watch?v=M8X1MOBGeSQ
"Ahahahhaa.Dosao da prebroji robove u ""glavu""."|https://www.youtube.com/watch?v=M8X1MOBGeSQ
Не лупај глупости.|https://www.youtube.com/watch?v=M8X1MOBGeSQ
A STA VI MAJMUNE RADITE NISTITE SRBIJU PAS MATER|https://www.youtube.com/watch?v=M8X1MOBGeSQ
@MilaV-i5g Мила на курац|https://www.youtube.com/watch?v=M8X1MOBGeSQ
​@MilaV-i5g.Nelupam ja nista. Hahahaha siromasnoo...Dosli oni bezkicmenjaci iz Bosne i kosova i ono malo sto ostalo u srbiji robova|https://www.youtube.com/watch?v=M8X1MOBGeSQ
Mišo, budi dostojanstven. Prostakluk nije potreban!|https://www.youtube.com/watch?v=M8X1MOBGeSQ
Bravooooo Vucicu i nasem narodu...pokazite kako se to radi ...bez uke ..buke...bahatosti itd.|https://www.youtube.com/watch?v=M8X1MOBGeSQ
Ух,а чији су хулигани,који бију. народ о насрћу на полицију,па бег а полиција туче недужне.То је он Србе на Србе скот.|https://www.youtube.com/watch?v=M8X1MOBGeSQ
Глупости, Знате ли ви за штетне Споразуме и Уговоре по Србију и све нас?|https://www.youtube.com/watch?v=M8X1MOBGeSQ
​@radmilasimic2986 znamo iz predhodne vlasti, pola miliona ostalo bez posla, rasprodate firme, uništene domaće banke, uništena vojska|https://www.youtube.com/watch?v=M8X1MOBGeSQ
Sta da nam pokaze gusko jedna. Presednik ide okruzen stotinama kobri da se hrabro suprotstavi svom narodu koji kaze on hoce da ga bije. Ma,mrs.|https://www.youtube.com/watch?v=M8X1MOBGeSQ
​@BranislavaMandic-k6u,ali vidimo da trošiš travu iz Jovanjice! Da li si lud? Pa nema kriminala na svetu koji ovaj ološ nije doveo i radio od kada je na vlasti. A sav taj tvoj žuti ološ se ujedinio sa crnim radikalima za nestanak Srbije!|https://www.youtube.com/watch?v=M8X1MOBGeSQ
Хуља са плаћеницима.|https://www.youtube.com/watch?v=M8X1MOBGeSQ
